WORD,FREQUENCY,RANK,PROBABILITY
vigil,13,8906,6.0903793556753435e-06
torrent,13,8907,6.0903793556753435e-06
437,13,8908,6.0903793556753435e-06
claude,13,8909,6.0903793556753435e-06
struggles,13,8910,6.0903793556753435e-06
compassionate,13,8911,6.0903793556753435e-06
298,13,8912,6.0903793556753435e-06
nourish,13,8913,6.0903793556753435e-06
fluttering,13,8914,6.0903793556753435e-06
bolted,13,8915,6.0903793556753435e-06
fortinbras,13,8916,6.0903793556753435e-06
rifles,13,8917,6.0903793556753435e-06
disorder,13,8918,6.0903793556753435e-06
beelzebub,13,8919,6.0903793556753435e-06
ingenious,13,8920,6.0903793556753435e-06
sling,13,8921,6.0903793556753435e-06
colouring,13,8922,6.0903793556753435e-06
experiment,13,8923,6.0903793556753435e-06
1723,13,8924,6.0903793556753435e-06
rub,13,8925,6.0903793556753435e-06
expand,13,8926,6.0903793556753435e-06
jems,13,8927,6.0903793556753435e-06
sporting,13,8928,6.0903793556753435e-06
dunstable,13,8929,6.0903793556753435e-06
youi,13,8930,6.0903793556753435e-06
passengers,13,8931,6.0903793556753435e-06
stride,13,8932,6.0903793556753435e-06
strayed,13,8933,6.0903793556753435e-06
refusal,13,8934,6.0903793556753435e-06
heber,13,8935,6.0903793556753435e-06
argue,13,8936,6.0903793556753435e-06
uriel,13,8937,6.0903793556753435e-06
sustain,13,8938,6.0903793556753435e-06
conqueror,13,8939,6.0903793556753435e-06
vegetables,13,8940,6.0903793556753435e-06
meddle,13,8941,6.0903793556753435e-06
discouraged,13,8942,6.0903793556753435e-06
embraced,13,8943,6.0903793556753435e-06
comming,13,8944,6.0903793556753435e-06
tilted,13,8945,6.0903793556753435e-06
shouldst,13,8946,6.0903793556753435e-06
ephron,13,8947,6.0903793556753435e-06
2327,13,8948,6.0903793556753435e-06
snail,13,8949,6.0903793556753435e-06
disguised,13,8950,6.0903793556753435e-06
controversy,13,8951,6.0903793556753435e-06
japanese,13,8952,6.0903793556753435e-06
2326,13,8953,6.0903793556753435e-06
badly,13,8954,6.0903793556753435e-06
hay,13,8955,6.0903793556753435e-06
toss,13,8956,6.0903793556753435e-06
tedious,13,8957,6.0903793556753435e-06
ale,13,8958,6.0903793556753435e-06
fugitive,13,8959,6.0903793556753435e-06
occupy,13,8960,6.0903793556753435e-06
surround,13,8961,6.0903793556753435e-06
reynol,13,8962,6.0903793556753435e-06
humoured,13,8963,6.0903793556753435e-06
2819,13,8964,6.0903793556753435e-06
personality,13,8965,6.0903793556753435e-06
principally,13,8966,6.0903793556753435e-06
defeated,13,8967,6.0903793556753435e-06
harbor,13,8968,6.0903793556753435e-06
myrtle,13,8969,6.0903793556753435e-06
wears,13,8970,6.0903793556753435e-06
clung,13,8971,6.0903793556753435e-06
carelessness,13,8972,6.0903793556753435e-06
diligence,13,8973,6.0903793556753435e-06
twinkle,13,8974,6.0903793556753435e-06
quaint,13,8975,6.0903793556753435e-06
labouring,13,8976,6.0903793556753435e-06
bubble,13,8977,6.0903793556753435e-06
alliance,13,8978,6.0903793556753435e-06
blunder,13,8979,6.0903793556753435e-06
festus,13,8980,6.0903793556753435e-06
succession,13,8981,6.0903793556753435e-06
closet,13,8982,6.0903793556753435e-06
ioy,13,8983,6.0903793556753435e-06
wretchedness,13,8984,6.0903793556753435e-06
mounting,13,8985,6.0903793556753435e-06
conceivable,13,8986,6.0903793556753435e-06
plea,13,8987,6.0903793556753435e-06
sey,13,8988,6.0903793556753435e-06
impalpable,13,8989,6.0903793556753435e-06
deeps,13,8990,6.0903793556753435e-06
drunkards,13,8991,6.0903793556753435e-06
2329,13,8992,6.0903793556753435e-06
reproaches,13,8993,6.0903793556753435e-06
arrogant,13,8994,6.0903793556753435e-06
stedfast,13,8995,6.0903793556753435e-06
continuous,13,8996,6.0903793556753435e-06
invitations,13,8997,6.0903793556753435e-06
trials,13,8998,6.0903793556753435e-06
warmed,13,8999,6.0903793556753435e-06
moods,13,9000,6.0903793556753435e-06
pitiful,13,9001,6.0903793556753435e-06
peaceably,13,9002,6.0903793556753435e-06
shelves,13,9003,6.0903793556753435e-06
firmness,13,9004,6.0903793556753435e-06
291,13,9005,6.0903793556753435e-06
watchd,13,9006,6.0903793556753435e-06
insufferable,13,9007,6.0903793556753435e-06
hearest,13,9008,6.0903793556753435e-06
medium,13,9009,6.0903793556753435e-06
daisy,13,9010,6.0903793556753435e-06
disordered,13,9011,6.0903793556753435e-06
1626,13,9012,6.0903793556753435e-06
nash,13,9013,6.0903793556753435e-06
musing,13,9014,6.0903793556753435e-06
cheers,13,9015,6.0903793556753435e-06
jedaiah,13,9016,6.0903793556753435e-06
serves,13,9017,6.0903793556753435e-06
bits,13,9018,6.0903793556753435e-06
decisive,13,9019,6.0903793556753435e-06
2620,13,9020,6.0903793556753435e-06
heightened,13,9021,6.0903793556753435e-06
1721,13,9022,6.0903793556753435e-06
quietness,13,9023,6.0903793556753435e-06
purport,13,9024,6.0903793556753435e-06
snake,13,9025,6.0903793556753435e-06
ouer,13,9026,6.0903793556753435e-06
practically,13,9027,6.0903793556753435e-06
inspired,13,9028,6.0903793556753435e-06
smelling,13,9029,6.0903793556753435e-06
vocation,13,9030,6.0903793556753435e-06
eglon,13,9031,6.0903793556753435e-06
sweare,13,9032,6.0903793556753435e-06
reapers,13,9033,6.0903793556753435e-06
2910,13,9034,6.0903793556753435e-06
chanting,13,9035,6.0903793556753435e-06
overflow,13,9036,6.0903793556753435e-06
amminadab,13,9037,6.0903793556753435e-06
restaurant,13,9038,6.0903793556753435e-06
parcels,13,9039,6.0903793556753435e-06
2621,13,9040,6.0903793556753435e-06
knowes,13,9041,6.0903793556753435e-06
boldness,13,9042,6.0903793556753435e-06
characteristic,13,9043,6.0903793556753435e-06
resort,13,9044,6.0903793556753435e-06
dale,13,9045,6.0903793556753435e-06
authorities,13,9046,6.0903793556753435e-06
blacke,13,9047,6.0903793556753435e-06
selves,13,9048,6.0903793556753435e-06
sucked,13,9049,6.0903793556753435e-06
squeeze,13,9050,6.0903793556753435e-06
stockings,13,9051,6.0903793556753435e-06
ploughing,13,9052,6.0903793556753435e-06
booty,13,9053,6.0903793556753435e-06
2519,13,9054,6.0903793556753435e-06
oftentimes,13,9055,6.0903793556753435e-06
smiteth,13,9056,6.0903793556753435e-06
neatly,13,9057,6.0903793556753435e-06
silenced,13,9058,6.0903793556753435e-06
convincing,13,9059,6.0903793556753435e-06
sojourned,13,9060,6.0903793556753435e-06
greeted,13,9061,6.0903793556753435e-06
damage,13,9062,6.0903793556753435e-06
comprehended,13,9063,6.0903793556753435e-06
1229,13,9064,6.0903793556753435e-06
thenceforth,13,9065,6.0903793556753435e-06
answereth,13,9066,6.0903793556753435e-06
drave,13,9067,6.0903793556753435e-06
massive,13,9068,6.0903793556753435e-06
snows,13,9069,6.0903793556753435e-06
rechab,13,9070,6.0903793556753435e-06
processions,13,9071,6.0903793556753435e-06
dazed,13,9072,6.0903793556753435e-06
gertrude,13,9073,6.0903793556753435e-06
chimneys,13,9074,6.0903793556753435e-06
wilful,13,9075,6.0903793556753435e-06
constrained,13,9076,6.0903793556753435e-06
guiltless,13,9077,6.0903793556753435e-06
vapours,13,9078,6.0903793556753435e-06
1724,13,9079,6.0903793556753435e-06
texas,13,9080,6.0903793556753435e-06
reader,13,9081,6.0903793556753435e-06
bunger,13,9082,6.0903793556753435e-06
chapiter,13,9083,6.0903793556753435e-06
distressing,13,9084,6.0903793556753435e-06
297,13,9085,6.0903793556753435e-06
grotesque,13,9086,6.0903793556753435e-06
unkind,13,9087,6.0903793556753435e-06
nativity,13,9088,6.0903793556753435e-06
weaker,13,9089,6.0903793556753435e-06
1034,13,9090,6.0903793556753435e-06
apothecary,13,9091,6.0903793556753435e-06
dimly,13,9092,6.0903793556753435e-06
urging,13,9093,6.0903793556753435e-06
development,13,9094,6.0903793556753435e-06
levelled,13,9095,6.0903793556753435e-06
staircase,13,9096,6.0903793556753435e-06
2820,13,9097,6.0903793556753435e-06
involve,13,9098,6.0903793556753435e-06
933,13,9099,6.0903793556753435e-06
advances,13,9100,6.0903793556753435e-06
pierce,13,9101,6.0903793556753435e-06
quench,13,9102,6.0903793556753435e-06
hewed,13,9103,6.0903793556753435e-06
engines,13,9104,6.0903793556753435e-06
delivereth,13,9105,6.0903793556753435e-06
superfluous,13,9106,6.0903793556753435e-06
shipped,13,9107,6.0903793556753435e-06
contest,13,9108,6.0903793556753435e-06
lusty,13,9109,6.0903793556753435e-06
repay,13,9110,6.0903793556753435e-06
lawless,13,9111,6.0903793556753435e-06
perplexed,13,9112,6.0903793556753435e-06
frighten,13,9113,6.0903793556753435e-06
psaltery,13,9114,6.0903793556753435e-06
debts,13,9115,6.0903793556753435e-06
welded,13,9116,6.0903793556753435e-06
wonderous,13,9117,6.0903793556753435e-06
hut,13,9118,6.0903793556753435e-06
shines,13,9119,6.0903793556753435e-06
unmoved,13,9120,6.0903793556753435e-06
monotonous,13,9121,6.0903793556753435e-06
stirre,13,9122,6.0903793556753435e-06
pigeons,13,9123,6.0903793556753435e-06
wavering,13,9124,6.0903793556753435e-06
fragrant,13,9125,6.0903793556753435e-06
294,13,9126,6.0903793556753435e-06
unfeeling,13,9127,6.0903793556753435e-06
noonday,13,9128,6.0903793556753435e-06
1722,13,9129,6.0903793556753435e-06
thinkest,13,9130,6.0903793556753435e-06
argued,13,9131,6.0903793556753435e-06
b,13,9132,6.0903793556753435e-06
lookouts,13,9133,6.0903793556753435e-06
boiled,13,9134,6.0903793556753435e-06
victor,13,9135,6.0903793556753435e-06
restrain,13,9136,6.0903793556753435e-06
monomaniac,13,9137,6.0903793556753435e-06
exists,13,9138,6.0903793556753435e-06
needless,13,9139,6.0903793556753435e-06
april,13,9140,6.0903793556753435e-06
breaths,13,9141,6.0903793556753435e-06
fork,13,9142,6.0903793556753435e-06
throws,13,9143,6.0903793556753435e-06
extinct,13,9144,6.0903793556753435e-06
consort,13,9145,6.0903793556753435e-06
obstinate,13,9146,6.0903793556753435e-06
1328,13,9147,6.0903793556753435e-06
missouri,13,9148,6.0903793556753435e-06
scotchman,13,9149,6.0903793556753435e-06
impious,13,9150,6.0903793556753435e-06
abinadab,13,9151,6.0903793556753435e-06
mats,13,9152,6.0903793556753435e-06
2714,13,9153,6.0903793556753435e-06
trains,13,9154,6.0903793556753435e-06
birthright,13,9155,6.0903793556753435e-06
games,13,9156,6.0903793556753435e-06
extensive,13,9157,6.0903793556753435e-06
2911,13,9158,6.0903793556753435e-06
tow,13,9159,6.0903793556753435e-06
hapless,13,9160,6.0903793556753435e-06
ceasing,13,9161,6.0903793556753435e-06
handsomely,13,9162,6.0903793556753435e-06
discovering,13,9163,6.0903793556753435e-06
harlots,13,9164,6.0903793556753435e-06
raisd,13,9165,6.0903793556753435e-06
beautifully,13,9166,6.0903793556753435e-06
caius,13,9167,6.0903793556753435e-06
silas,13,9168,6.0903793556753435e-06
flanks,13,9169,6.0903793556753435e-06
gatherd,13,9170,6.0903793556753435e-06
ankles,13,9171,6.0903793556753435e-06
hearke,13,9172,6.0903793556753435e-06
damsels,13,9173,6.0903793556753435e-06
metellus,13,9174,6.0903793556753435e-06
eruption,13,9175,6.0903793556753435e-06
2027,13,9176,6.0903793556753435e-06
wisedome,13,9177,6.0903793556753435e-06
medical,13,9178,6.0903793556753435e-06
leagues,13,9179,6.0903793556753435e-06
unfeigned,13,9180,6.0903793556753435e-06
wist,13,9181,6.0903793556753435e-06
worshipping,13,9182,6.0903793556753435e-06
835,13,9183,6.0903793556753435e-06
insolence,13,9184,6.0903793556753435e-06
proportions,13,9185,6.0903793556753435e-06
339,13,9186,6.0903793556753435e-06
egg,13,9187,6.0903793556753435e-06
torments,13,9188,6.0903793556753435e-06
moss,13,9189,6.0903793556753435e-06
impressed,13,9190,6.0903793556753435e-06
formless,13,9191,6.0903793556753435e-06
crimes,13,9192,6.0903793556753435e-06
melodious,13,9193,6.0903793556753435e-06
squirrel,13,9194,6.0903793556753435e-06
1134,13,9195,6.0903793556753435e-06
obeying,13,9196,6.0903793556753435e-06
kareah,13,9197,6.0903793556753435e-06
gratification,13,9198,6.0903793556753435e-06
margerys,13,9199,6.0903793556753435e-06
balm,13,9200,6.0903793556753435e-06
laughs,13,9201,6.0903793556753435e-06
derive,13,9202,6.0903793556753435e-06
530,13,9203,6.0903793556753435e-06
buckler,13,9204,6.0903793556753435e-06
nightly,13,9205,6.0903793556753435e-06
rabbah,13,9206,6.0903793556753435e-06
rhyme,13,9207,6.0903793556753435e-06
incomprehensible,13,9208,6.0903793556753435e-06
coral,12,9209,5.62188863600801e-06
wellbred,12,9210,5.62188863600801e-06
3011,12,9211,5.62188863600801e-06
dagda,12,9212,5.62188863600801e-06
pharez,12,9213,5.62188863600801e-06
scrupulous,12,9214,5.62188863600801e-06
richly,12,9215,5.62188863600801e-06
adventurous,12,9216,5.62188863600801e-06
beckoned,12,9217,5.62188863600801e-06
3012,12,9218,5.62188863600801e-06
quickened,12,9219,5.62188863600801e-06
hose,12,9220,5.62188863600801e-06
sobs,12,9221,5.62188863600801e-06
itll,12,9222,5.62188863600801e-06
sinews,12,9223,5.62188863600801e-06
weaned,12,9224,5.62188863600801e-06
301,12,9225,5.62188863600801e-06
bethink,12,9226,5.62188863600801e-06
drunkenness,12,9227,5.62188863600801e-06
2129,12,9228,5.62188863600801e-06
nantucketers,12,9229,5.62188863600801e-06
tragedy,12,9230,5.62188863600801e-06
blinding,12,9231,5.62188863600801e-06
rack,12,9232,5.62188863600801e-06
throughly,12,9233,5.62188863600801e-06
uttering,12,9234,5.62188863600801e-06
ardour,12,9235,5.62188863600801e-06
upside,12,9236,5.62188863600801e-06
grandmama,12,9237,5.62188863600801e-06
proclamation,12,9238,5.62188863600801e-06
lilies,12,9239,5.62188863600801e-06
demanding,12,9240,5.62188863600801e-06
nourished,12,9241,5.62188863600801e-06
credulous,12,9242,5.62188863600801e-06
beguiled,12,9243,5.62188863600801e-06
343,12,9244,5.62188863600801e-06
346,12,9245,5.62188863600801e-06
checking,12,9246,5.62188863600801e-06
2720,12,9247,5.62188863600801e-06
perpendicular,12,9248,5.62188863600801e-06
shortened,12,9249,5.62188863600801e-06
coal,12,9250,5.62188863600801e-06
reconcile,12,9251,5.62188863600801e-06
holden,12,9252,5.62188863600801e-06
larkins,12,9253,5.62188863600801e-06
repast,12,9254,5.62188863600801e-06
despairing,12,9255,5.62188863600801e-06
lashed,12,9256,5.62188863600801e-06
justification,12,9257,5.62188863600801e-06
facing,12,9258,5.62188863600801e-06
enquiry,12,9259,5.62188863600801e-06
hearted,12,9260,5.62188863600801e-06
lizard,12,9261,5.62188863600801e-06
surging,12,9262,5.62188863600801e-06
throes,12,9263,5.62188863600801e-06
caul,12,9264,5.62188863600801e-06
2028,12,9265,5.62188863600801e-06
347,12,9266,5.62188863600801e-06
hyssop,12,9267,5.62188863600801e-06
brigands,12,9268,5.62188863600801e-06
732,12,9269,5.62188863600801e-06
stunned,12,9270,5.62188863600801e-06
interests,12,9271,5.62188863600801e-06
seaside,12,9272,5.62188863600801e-06
befell,12,9273,5.62188863600801e-06
2424,12,9274,5.62188863600801e-06
highland,12,9275,5.62188863600801e-06
2330,12,9276,5.62188863600801e-06
chimneysweepers,12,9277,5.62188863600801e-06
godhead,12,9278,5.62188863600801e-06
dimensions,12,9279,5.62188863600801e-06
calmer,12,9280,5.62188863600801e-06
viii,12,9281,5.62188863600801e-06
pools,12,9282,5.62188863600801e-06
interchange,12,9283,5.62188863600801e-06
proving,12,9284,5.62188863600801e-06
halfe,12,9285,5.62188863600801e-06
hip,12,9286,5.62188863600801e-06
spied,12,9287,5.62188863600801e-06
731,12,9288,5.62188863600801e-06
communications,12,9289,5.62188863600801e-06
tempter,12,9290,5.62188863600801e-06
recompensed,12,9291,5.62188863600801e-06
brink,12,9292,5.62188863600801e-06
1329,12,9293,5.62188863600801e-06
seekest,12,9294,5.62188863600801e-06
ix,12,9295,5.62188863600801e-06
frode,12,9296,5.62188863600801e-06
agreement,12,9297,5.62188863600801e-06
tempestuous,12,9298,5.62188863600801e-06
2128,12,9299,5.62188863600801e-06
grassy,12,9300,5.62188863600801e-06
adoration,12,9301,5.62188863600801e-06
citizens,12,9302,5.62188863600801e-06
abihu,12,9303,5.62188863600801e-06
retreating,12,9304,5.62188863600801e-06
generals,12,9305,5.62188863600801e-06
esaus,12,9306,5.62188863600801e-06
hadarezer,12,9307,5.62188863600801e-06
thickness,12,9308,5.62188863600801e-06
2716,12,9309,5.62188863600801e-06
wonted,12,9310,5.62188863600801e-06
amendment,12,9311,5.62188863600801e-06
2521,12,9312,5.62188863600801e-06
1036,12,9313,5.62188863600801e-06
unrighteous,12,9314,5.62188863600801e-06
temperance,12,9315,5.62188863600801e-06
glimmering,12,9316,5.62188863600801e-06
hostile,12,9317,5.62188863600801e-06
pork,12,9318,5.62188863600801e-06
resources,12,9319,5.62188863600801e-06
penetrate,12,9320,5.62188863600801e-06
doubting,12,9321,5.62188863600801e-06
sleepless,12,9322,5.62188863600801e-06
mirror,12,9323,5.62188863600801e-06
303,12,9324,5.62188863600801e-06
magna,12,9325,5.62188863600801e-06
wag,12,9326,5.62188863600801e-06
conceited,12,9327,5.62188863600801e-06
heeres,12,9328,5.62188863600801e-06
limited,12,9329,5.62188863600801e-06
doomed,12,9330,5.62188863600801e-06
agrippa,12,9331,5.62188863600801e-06
knave,12,9332,5.62188863600801e-06
tablets,12,9333,5.62188863600801e-06
guernseyman,12,9334,5.62188863600801e-06
maidservants,12,9335,5.62188863600801e-06
correction,12,9336,5.62188863600801e-06
lily,12,9337,5.62188863600801e-06
mail,12,9338,5.62188863600801e-06
shunned,12,9339,5.62188863600801e-06
bracelets,12,9340,5.62188863600801e-06
reject,12,9341,5.62188863600801e-06
theories,12,9342,5.62188863600801e-06
capstan,12,9343,5.62188863600801e-06
planting,12,9344,5.62188863600801e-06
sulky,12,9345,5.62188863600801e-06
speculations,12,9346,5.62188863600801e-06
briefly,12,9347,5.62188863600801e-06
lain,12,9348,5.62188863600801e-06
bespoke,12,9349,5.62188863600801e-06
transformed,12,9350,5.62188863600801e-06
sowed,12,9351,5.62188863600801e-06
respectfully,12,9352,5.62188863600801e-06
mechanical,12,9353,5.62188863600801e-06
awaiting,12,9354,5.62188863600801e-06
441,12,9355,5.62188863600801e-06
brightened,12,9356,5.62188863600801e-06
barbaras,12,9357,5.62188863600801e-06
632,12,9358,5.62188863600801e-06
hawk,12,9359,5.62188863600801e-06
precision,12,9360,5.62188863600801e-06
clods,12,9361,5.62188863600801e-06
busily,12,9362,5.62188863600801e-06
contracted,12,9363,5.62188863600801e-06
background,12,9364,5.62188863600801e-06
2425,12,9365,5.62188863600801e-06
choking,12,9366,5.62188863600801e-06
pilots,12,9367,5.62188863600801e-06
purifying,12,9368,5.62188863600801e-06
1231,12,9369,5.62188863600801e-06
mists,12,9370,5.62188863600801e-06
withdrawing,12,9371,5.62188863600801e-06
brace,12,9372,5.62188863600801e-06
strides,12,9373,5.62188863600801e-06
management,12,9374,5.62188863600801e-06
contradicted,12,9375,5.62188863600801e-06
trusting,12,9376,5.62188863600801e-06
304,12,9377,5.62188863600801e-06
diffused,12,9378,5.62188863600801e-06
butlers,12,9379,5.62188863600801e-06
hasnt,12,9380,5.62188863600801e-06
madman,12,9381,5.62188863600801e-06
cooks,12,9382,5.62188863600801e-06
isolated,12,9383,5.62188863600801e-06
1331,12,9384,5.62188863600801e-06
quiver,12,9385,5.62188863600801e-06
assert,12,9386,5.62188863600801e-06
goose,12,9387,5.62188863600801e-06
disdained,12,9388,5.62188863600801e-06
glean,12,9389,5.62188863600801e-06
precept,12,9390,5.62188863600801e-06
melon,12,9391,5.62188863600801e-06
barbs,12,9392,5.62188863600801e-06
chart,12,9393,5.62188863600801e-06
stablish,12,9394,5.62188863600801e-06
hamor,12,9395,5.62188863600801e-06
slaine,12,9396,5.62188863600801e-06
skilful,12,9397,5.62188863600801e-06
comprehension,12,9398,5.62188863600801e-06
complained,12,9399,5.62188863600801e-06
ford,12,9400,5.62188863600801e-06
jonadab,12,9401,5.62188863600801e-06
lava,12,9402,5.62188863600801e-06
hoops,12,9403,5.62188863600801e-06
hoisting,12,9404,5.62188863600801e-06
faroff,12,9405,5.62188863600801e-06
ishbosheth,12,9406,5.62188863600801e-06
begge,12,9407,5.62188863600801e-06
toy,12,9408,5.62188863600801e-06
zichri,12,9409,5.62188863600801e-06
accidents,12,9410,5.62188863600801e-06
forgave,12,9411,5.62188863600801e-06
shivering,12,9412,5.62188863600801e-06
humane,12,9413,5.62188863600801e-06
proceedings,12,9414,5.62188863600801e-06
1928,12,9415,5.62188863600801e-06
inexplicable,12,9416,5.62188863600801e-06
inclosed,12,9417,5.62188863600801e-06
reproved,12,9418,5.62188863600801e-06
shephatiah,12,9419,5.62188863600801e-06
2715,12,9420,5.62188863600801e-06
302,12,9421,5.62188863600801e-06
placid,12,9422,5.62188863600801e-06
commendation,12,9423,5.62188863600801e-06
arrest,12,9424,5.62188863600801e-06
mustard,12,9425,5.62188863600801e-06
incensed,12,9426,5.62188863600801e-06
308,12,9427,5.62188863600801e-06
disputing,12,9428,5.62188863600801e-06
peculiarities,12,9429,5.62188863600801e-06
ranging,12,9430,5.62188863600801e-06
launched,12,9431,5.62188863600801e-06
mur,12,9432,5.62188863600801e-06
bert,12,9433,5.62188863600801e-06
uses,12,9434,5.62188863600801e-06
1927,12,9435,5.62188863600801e-06
oldest,12,9436,5.62188863600801e-06
prythee,12,9437,5.62188863600801e-06
magdalene,12,9438,5.62188863600801e-06
huram,12,9439,5.62188863600801e-06
lengthwise,12,9440,5.62188863600801e-06
burying,12,9441,5.62188863600801e-06
accomplishd,12,9442,5.62188863600801e-06
bounding,12,9443,5.62188863600801e-06
imaginary,12,9444,5.62188863600801e-06
fret,12,9445,5.62188863600801e-06
1831,12,9446,5.62188863600801e-06
1926,12,9447,5.62188863600801e-06
wheresoever,12,9448,5.62188863600801e-06
haul,12,9449,5.62188863600801e-06
forbade,12,9450,5.62188863600801e-06
negligent,12,9451,5.62188863600801e-06
internal,12,9452,5.62188863600801e-06
tearing,12,9453,5.62188863600801e-06
resolving,12,9454,5.62188863600801e-06
commenced,12,9455,5.62188863600801e-06
surmise,12,9456,5.62188863600801e-06
killd,12,9457,5.62188863600801e-06
342,12,9458,5.62188863600801e-06
selling,12,9459,5.62188863600801e-06
signet,12,9460,5.62188863600801e-06
733,12,9461,5.62188863600801e-06
heardest,12,9462,5.62188863600801e-06
brawny,12,9463,5.62188863600801e-06
knitting,12,9464,5.62188863600801e-06
manned,12,9465,5.62188863600801e-06
bewildering,12,9466,5.62188863600801e-06
2719,12,9467,5.62188863600801e-06
temporarily,12,9468,5.62188863600801e-06
indisposition,12,9469,5.62188863600801e-06
strangled,12,9470,5.62188863600801e-06
3010,12,9471,5.62188863600801e-06
debate,12,9472,5.62188863600801e-06
lifetime,12,9473,5.62188863600801e-06
bellies,12,9474,5.62188863600801e-06
promisd,12,9475,5.62188863600801e-06
claws,12,9476,5.62188863600801e-06
1135,12,9477,5.62188863600801e-06
gainst,12,9478,5.62188863600801e-06
products,12,9479,5.62188863600801e-06
macians,12,9480,5.62188863600801e-06
935,12,9481,5.62188863600801e-06
timothy,12,9482,5.62188863600801e-06
christianity,12,9483,5.62188863600801e-06
verdure,12,9484,5.62188863600801e-06
duck,12,9485,5.62188863600801e-06
2522,12,9486,5.62188863600801e-06
peasant,12,9487,5.62188863600801e-06
jokes,12,9488,5.62188863600801e-06
leans,12,9489,5.62188863600801e-06
rowing,12,9490,5.62188863600801e-06
vault,12,9491,5.62188863600801e-06
replenished,12,9492,5.62188863600801e-06
hagar,12,9493,5.62188863600801e-06
pindarus,12,9494,5.62188863600801e-06
goodnature,12,9495,5.62188863600801e-06
tomb,12,9496,5.62188863600801e-06
bugles,12,9497,5.62188863600801e-06
trespasses,12,9498,5.62188863600801e-06
1929,12,9499,5.62188863600801e-06
pewter,12,9500,5.62188863600801e-06
compliance,12,9501,5.62188863600801e-06
unsuspected,12,9502,5.62188863600801e-06
sustained,12,9503,5.62188863600801e-06
literal,12,9504,5.62188863600801e-06
engravings,12,9505,5.62188863600801e-06
affectation,12,9506,5.62188863600801e-06
assuredly,12,9507,5.62188863600801e-06
draweth,12,9508,5.62188863600801e-06
regards,12,9509,5.62188863600801e-06
steer,12,9510,5.62188863600801e-06
peasants,12,9511,5.62188863600801e-06
beset,12,9512,5.62188863600801e-06
aspiring,12,9513,5.62188863600801e-06
absorb,12,9514,5.62188863600801e-06
insulting,12,9515,5.62188863600801e-06
631,12,9516,5.62188863600801e-06
instruct,12,9517,5.62188863600801e-06
apprehensive,12,9518,5.62188863600801e-06
buds,12,9519,5.62188863600801e-06
roberts,12,9520,5.62188863600801e-06
haggai,12,9521,5.62188863600801e-06
eyesight,12,9522,5.62188863600801e-06
int,12,9523,5.62188863600801e-06
airy,12,9524,5.62188863600801e-06
mane,12,9525,5.62188863600801e-06
tyranny,12,9526,5.62188863600801e-06
buffalo,12,9527,5.62188863600801e-06
proposals,12,9528,5.62188863600801e-06
lonesome,12,9529,5.62188863600801e-06
633,12,9530,5.62188863600801e-06
saffron,12,9531,5.62188863600801e-06
platform,12,9532,5.62188863600801e-06
mess,12,9533,5.62188863600801e-06
stumblingblock,12,9534,5.62188863600801e-06
forts,12,9535,5.62188863600801e-06
evildoers,12,9536,5.62188863600801e-06
decay,12,9537,5.62188863600801e-06
jabeshgilead,12,9538,5.62188863600801e-06
uprightly,12,9539,5.62188863600801e-06
godmother,12,9540,5.62188863600801e-06
mournful,12,9541,5.62188863600801e-06
brigand,12,9542,5.62188863600801e-06
eats,12,9543,5.62188863600801e-06
pressure,12,9544,5.62188863600801e-06
weaving,12,9545,5.62188863600801e-06
haze,12,9546,5.62188863600801e-06
shun,12,9547,5.62188863600801e-06
payment,12,9548,5.62188863600801e-06
2721,12,9549,5.62188863600801e-06
sickle,12,9550,5.62188863600801e-06
respected,12,9551,5.62188863600801e-06
barzillai,12,9552,5.62188863600801e-06
deare,12,9553,5.62188863600801e-06
rocky,12,9554,5.62188863600801e-06
awaked,12,9555,5.62188863600801e-06
career,12,9556,5.62188863600801e-06
chinese,12,9557,5.62188863600801e-06
1628,12,9558,5.62188863600801e-06
2718,12,9559,5.62188863600801e-06
dangers,12,9560,5.62188863600801e-06
prompted,12,9561,5.62188863600801e-06
plump,12,9562,5.62188863600801e-06
warmest,12,9563,5.62188863600801e-06
marking,12,9564,5.62188863600801e-06
abated,12,9565,5.62188863600801e-06
renowned,12,9566,5.62188863600801e-06
345,12,9567,5.62188863600801e-06
alabama,12,9568,5.62188863600801e-06
basketwoman,12,9569,5.62188863600801e-06
cigars,12,9570,5.62188863600801e-06
beor,12,9571,5.62188863600801e-06
scorner,12,9572,5.62188863600801e-06
ornan,12,9573,5.62188863600801e-06
2029,12,9574,5.62188863600801e-06
hereabouts,12,9575,5.62188863600801e-06
speckled,12,9576,5.62188863600801e-06
349,12,9577,5.62188863600801e-06
goddess,12,9578,5.62188863600801e-06
cafe,12,9579,5.62188863600801e-06
hereditary,12,9580,5.62188863600801e-06
dares,12,9581,5.62188863600801e-06
zalmunna,12,9582,5.62188863600801e-06
prophetic,12,9583,5.62188863600801e-06
lustre,12,9584,5.62188863600801e-06
vesture,12,9585,5.62188863600801e-06
flashes,12,9586,5.62188863600801e-06
stained,12,9587,5.62188863600801e-06
doubled,12,9588,5.62188863600801e-06
jabesh,12,9589,5.62188863600801e-06
pent,12,9590,5.62188863600801e-06
velocity,12,9591,5.62188863600801e-06
equator,12,9592,5.62188863600801e-06
costly,12,9593,5.62188863600801e-06
actus,12,9594,5.62188863600801e-06
